source_record_id,source_record_exact_bytes_sha256,draft_id,task_id,prompt_family_id,split,source_role,positive_skill_id,positive_skill_name,skill_id,skill_name,skill_category,skill_description,query_text,prompt_text_sha256,status,decision,reviewer,reason
rv2v4-train-mcp-tool-routing-02:hard-negative-candidate:slash-command-workflow,62fdac611e1448f11cf730a787eb6ee61be63bc185badb56e7eaa308187b6278,rv2v4-train-mcp-tool-routing-02,rv2v4-train-mcp-tool-routing-02,family-train-mcp-tool-routing-02,train,HARD_NEGATIVE_CANDIDATE,mcp-tool-routing,MCP Tool Routing,slash-command-workflow,Slash Command Workflow,claude-code,"Follow explicit slash-command workflows for proposal, apply, review, or archive steps.","Route a task that needs an existing signed-in web session, visible page inspection, several clicks, and a final screenshot.",b11b92ed0cde6a3820dbd653bcb88bf876a18415d5e9d6764eaff6632f202413,PENDING_REVIEW,,,
rv2v4-train-mcp-tool-routing-03:positive:mcp-tool-routing,1798afeb99fecd9ee01a20882794e1e0d3089c32474a26b8f98ab0dac4bc50f2,rv2v4-train-mcp-tool-routing-03,rv2v4-train-mcp-tool-routing-03,family-train-mcp-tool-routing-03,train,POSITIVE,mcp-tool-routing,MCP Tool Routing,mcp-tool-routing,MCP Tool Routing,claude-code,"Select local MCP tools for files, browser, documents, spreadsheets, or app control based on the requested task.","Select the correct tool path for recalculating workbook formulas, adding a chart, and delivering a verified XLSX artifact.",9a6b87190c09edb88f0e303f2b6b1304accef6e959a7a59f903fbfd2cc611a15,PENDING_REVIEW,,,
rv2v4-train-mcp-tool-routing-03:hard-negative-candidate:task-tool-delegation,4ee70e7c2229400f9009cd50b3dd031d2a9fa93d3761d74f0f55923e6380b801,rv2v4-train-mcp-tool-routing-03,rv2v4-train-mcp-tool-routing-03,family-train-mcp-tool-routing-03,train,HARD_NEGATIVE_CANDIDATE,mcp-tool-routing,MCP Tool Routing,task-tool-delegation,Task Tool Delegation,claude-code,Delegate independent investigation or implementation work to specialized subagents and review their outputs.,"Select the correct tool path for recalculating workbook formulas, adding a chart, and delivering a verified XLSX artifact.",9a6b87190c09edb88f0e303f2b6b1304accef6e959a7a59f903fbfd2cc611a15,PENDING_REVIEW,,,
rv2v4-train-mcp-tool-routing-04:positive:mcp-tool-routing,96e1ae9760fe4605b72a669c15ae7735209924d9e66240d9613829404f7b0993,rv2v4-train-mcp-tool-routing-04,rv2v4-train-mcp-tool-routing-04,family-train-mcp-tool-routing-04,train,POSITIVE,mcp-tool-routing,MCP Tool Routing,mcp-tool-routing,MCP Tool Routing,claude-code,"Select local MCP tools for files, browser, documents, spreadsheets, or app control based on the requested task.",Decide which available tools should inspect a local image and which should extract structured text from a separate PDF report.,5e7d0b46f5f4d74d1bd5364aa226c5bb16a60bc6d3831c39a17dc9ce46ae0398,PENDING_REVIEW,,,
rv2v4-train-mcp-tool-routing-04:hard-negative-candidate:plan-mode,669560231a0c04ab28a1bfcba8ba0b66ccb82f7a9f1d020847e7063010714ecd,rv2v4-train-mcp-tool-routing-04,rv2v4-train-mcp-tool-routing-04,family-train-mcp-tool-routing-04,train,HARD_NEGATIVE_CANDIDATE,mcp-tool-routing,MCP Tool Routing,plan-mode,Plan Mode,claude-code,Clarify requirements and produce an implementation plan before changing files.,Decide which available tools should inspect a local image and which should extract structured text from a separate PDF report.,5e7d0b46f5f4d74d1bd5364aa226c5bb16a60bc6d3831c39a17dc9ce46ae0398,PENDING_REVIEW,,,
rv2v4-train-plan-mode-01:positive:plan-mode,e741d996cf9149d0a8eec425ed552a01680bcd2a4ed6172b84440f28a1944727,rv2v4-train-plan-mode-01,rv2v4-train-plan-mode-01,family-train-plan-mode-01,train,POSITIVE,plan-mode,Plan Mode,plan-mode,Plan Mode,claude-code,Clarify requirements and produce an implementation plan before changing files.,"Before editing the cross-file configuration system, clarify compatibility expectations and outline an implementation sequence with tests.",6b654ce30f3cea2fd20e65d671367c925013bce77f0653ba3be94fe1a0e50149,PENDING_REVIEW,,,
rv2v4-train-plan-mode-01:hard-negative-candidate:slash-command-workflow,8d2ed879721f9c78d2e92b5c0cf31f04743f437f609f46d3f2f7154273bd30c4,rv2v4-train-plan-mode-01,rv2v4-train-plan-mode-01,family-train-plan-mode-01,train,HARD_NEGATIVE_CANDIDATE,plan-mode,Plan Mode,slash-command-workflow,Slash Command Workflow,claude-code,"Follow explicit slash-command workflows for proposal, apply, review, or archive steps.","Before editing the cross-file configuration system, clarify compatibility expectations and outline an implementation sequence with tests.",6b654ce30f3cea2fd20e65d671367c925013bce77f0653ba3be94fe1a0e50149,PENDING_REVIEW,,,
rv2v4-train-plan-mode-02:positive:plan-mode,cce534f8a348e7b94fd157362f71bd21308bd4b05717312adf5ec7118f5e14c2,rv2v4-train-plan-mode-02,rv2v4-train-plan-mode-02,family-train-plan-mode-02,train,POSITIVE,plan-mode,Plan Mode,plan-mode,Plan Mode,claude-code,Clarify requirements and produce an implementation plan before changing files.,Requirements for the new authentication option are incomplete; ask the key questions and prepare a plan without changing files.,452e748e63b5fc3814553973bb63655b623b26a0175f0d436fd378fa7b4fdde7,PENDING_REVIEW,,,
rv2v4-train-plan-mode-02:hard-negative-candidate:task-tool-delegation,ebc4f421578a08389284a0e38dea333cfe6c0ed0918746ad49d6ed58702b73c5,rv2v4-train-plan-mode-02,rv2v4-train-plan-mode-02,family-train-plan-mode-02,train,HARD_NEGATIVE_CANDIDATE,plan-mode,Plan Mode,task-tool-delegation,Task Tool Delegation,claude-code,Delegate independent investigation or implementation work to specialized subagents and review their outputs.,Requirements for the new authentication option are incomplete; ask the key questions and prepare a plan without changing files.,452e748e63b5fc3814553973bb63655b623b26a0175f0d436fd378fa7b4fdde7,PENDING_REVIEW,,,
rv2v4-train-plan-mode-03:positive:plan-mode,f7c4ecc9394065cae9f057425b7b3f2745bd8c01e400f12f962f222f2e5a93ae,rv2v4-train-plan-mode-03,rv2v4-train-plan-mode-03,family-train-plan-mode-03,train,POSITIVE,plan-mode,Plan Mode,plan-mode,Plan Mode,claude-code,Clarify requirements and produce an implementation plan before changing files.,"Break the storage migration into ordered steps, risks, rollback points, and validation criteria before implementation begins.",6209b377c67af85b499d44290f3af751f4595b724a7608c3c3b64d8591736c7a,PENDING_REVIEW,,,
rv2v4-train-plan-mode-03:hard-negative-candidate:mcp-tool-routing,89ea1cd3732eec5ee36ce9b80d795d3ac4723a2a3554badb27e08e7aa5ba6bc3,rv2v4-train-plan-mode-03,rv2v4-train-plan-mode-03,family-train-plan-mode-03,train,HARD_NEGATIVE_CANDIDATE,plan-mode,Plan Mode,mcp-tool-routing,MCP Tool Routing,claude-code,"Select local MCP tools for files, browser, documents, spreadsheets, or app control based on the requested task.","Break the storage migration into ordered steps, risks, rollback points, and validation criteria before implementation begins.",6209b377c67af85b499d44290f3af751f4595b724a7608c3c3b64d8591736c7a,PENDING_REVIEW,,,
rv2v4-train-plan-mode-04:positive:plan-mode,deefe27f35f804a50bfaf4635df46bde34d4e333fa336a335599712eb6f8d151,rv2v4-train-plan-mode-04,rv2v4-train-plan-mode-04,family-train-plan-mode-04,train,POSITIVE,plan-mode,Plan Mode,plan-mode,Plan Mode,claude-code,Clarify requirements and produce an implementation plan before changing files.,"Produce a concise implementation plan for cache invalidation that names assumptions, touched modules, and observable success checks.",5debc4c030827c06cd9b72bf089d29cf468d1254abfad1f0d8bc7cc983951241,PENDING_REVIEW,,,
rv2v4-train-plan-mode-04:hard-negative-candidate:slash-command-workflow,172f14d1e1934b1e2a3a04f7bc1c95e266d04083fb8fe2b8a9def698bfe36852,rv2v4-train-plan-mode-04,rv2v4-train-plan-mode-04,family-train-plan-mode-04,train,HARD_NEGATIVE_CANDIDATE,plan-mode,Plan Mode,slash-command-workflow,Slash Command Workflow,claude-code,"Follow explicit slash-command workflows for proposal, apply, review, or archive steps.","Produce a concise implementation plan for cache invalidation that names assumptions, touched modules, and observable success checks.",5debc4c030827c06cd9b72bf089d29cf468d1254abfad1f0d8bc7cc983951241,PENDING_REVIEW,,,
rv2v4-train-slash-command-workflow-01:positive:slash-command-workflow,7de278ca46c406d3c323c669d6e4777a1ceb4840a82a993544a82fdcd0a3d834,rv2v4-train-slash-command-workflow-01,rv2v4-train-slash-command-workflow-01,family-train-slash-command-workflow-01,train,POSITIVE,slash-command-workflow,Slash Command Workflow,slash-command-workflow,Slash Command Workflow,claude-code,"Follow explicit slash-command workflows for proposal, apply, review, or archive steps.",The user invoked the apply slash workflow for an active change; follow that lifecycle stage and preserve its stated boundaries.,cf524799e13942d008950714dac967c6ed566210fcc5b73d3cb9642ebaad8cfb,PENDING_REVIEW,,,
rv2v4-train-slash-command-workflow-01:hard-negative-candidate:task-tool-delegation,1b81152e7c2c0205cec0e22b0f62b3797886827a16deb61cc82ba47cefdcfc88,rv2v4-train-slash-command-workflow-01,rv2v4-train-slash-command-workflow-01,family-train-slash-command-workflow-01,train,HARD_NEGATIVE_CANDIDATE,slash-command-workflow,Slash Command Workflow,task-tool-delegation,Task Tool Delegation,claude-code,Delegate independent investigation or implementation work to specialized subagents and review their outputs.,The user invoked the apply slash workflow for an active change; follow that lifecycle stage and preserve its stated boundaries.,cf524799e13942d008950714dac967c6ed566210fcc5b73d3cb9642ebaad8cfb,PENDING_REVIEW,,,
rv2v4-train-slash-command-workflow-02:positive:slash-command-workflow,785c393f278677d0b6fbc3609b62aae6cf21f25127374e3f1758621f1c6e6f1b,rv2v4-train-slash-command-workflow-02,rv2v4-train-slash-command-workflow-02,family-train-slash-command-workflow-02,train,POSITIVE,slash-command-workflow,Slash Command Workflow,slash-command-workflow,Slash Command Workflow,claude-code,"Follow explicit slash-command workflows for proposal, apply, review, or archive steps.","Handle an explicit review command by loading its prescribed context, performing only the review, and returning the required verdict shape.",19b7ce1d80f8a9901e7e7a2eed3692614499c223d38b2f7567d81f6744e579cc,PENDING_REVIEW,,,
rv2v4-train-slash-command-workflow-02:hard-negative-candidate:mcp-tool-routing,f7888646b63c45ef2d9aa4d670f16c3d1dfcb4516494c0a475ab849df7886afc,rv2v4-train-slash-command-workflow-02,rv2v4-train-slash-command-workflow-02,family-train-slash-command-workflow-02,train,HARD_NEGATIVE_CANDIDATE,slash-command-workflow,Slash Command Workflow,mcp-tool-routing,MCP Tool Routing,claude-code,"Select local MCP tools for files, browser, documents, spreadsheets, or app control based on the requested task.","Handle an explicit review command by loading its prescribed context, performing only the review, and returning the required verdict shape.",19b7ce1d80f8a9901e7e7a2eed3692614499c223d38b2f7567d81f6744e579cc,PENDING_REVIEW,,,
rv2v4-train-slash-command-workflow-03:positive:slash-command-workflow,bb1cf39fc8781083824edfe5c9345fc16b0b5de11c1eabf3ee63093b7287b867,rv2v4-train-slash-command-workflow-03,rv2v4-train-slash-command-workflow-03,family-train-slash-command-workflow-03,train,POSITIVE,slash-command-workflow,Slash Command Workflow,slash-command-workflow,Slash Command Workflow,claude-code,"Follow explicit slash-command workflows for proposal, apply, review, or archive steps.",Run the requested archive slash procedure after checking completion evidence and use the command-specific validation sequence.,156d8bd9e3362dfd65cb84d56512a761ce0f5c762f3fd90e01b88b26d3a5eec1,PENDING_REVIEW,,,
rv2v4-train-slash-command-workflow-03:hard-negative-candidate:plan-mode,45c55ca702da92ad9462732922e00e7029c422c72c445338c4a65a3d36245452,rv2v4-train-slash-command-workflow-03,rv2v4-train-slash-command-workflow-03,family-train-slash-command-workflow-03,train,HARD_NEGATIVE_CANDIDATE,slash-command-workflow,Slash Command Workflow,plan-mode,Plan Mode,claude-code,Clarify requirements and produce an implementation plan before changing files.,Run the requested archive slash procedure after checking completion evidence and use the command-specific validation sequence.,156d8bd9e3362dfd65cb84d56512a761ce0f5c762f3fd90e01b88b26d3a5eec1,PENDING_REVIEW,,,
rv2v4-train-slash-command-workflow-04:positive:slash-command-workflow,2db57e02287041c533ba22e0e494f33788e3299118aa26f8ab6fffd2dcade6e7,rv2v4-train-slash-command-workflow-04,rv2v4-train-slash-command-workflow-04,family-train-slash-command-workflow-04,train,POSITIVE,slash-command-workflow,Slash Command Workflow,slash-command-workflow,Slash Command Workflow,claude-code,"Follow explicit slash-command workflows for proposal, apply, review, or archive steps.",Respond to an explicit proposal slash command by creating the lifecycle artifacts while leaving implementation untouched.,f10e08eebc37ffe79ad9798454e1d4d1f2f54c694c85444fd5c596781f36fd87,PENDING_REVIEW,,,
rv2v4-train-slash-command-workflow-04:hard-negative-candidate:task-tool-delegation,0b907b7534f94ce7671624d9f59b4584b1ddbfacf16cc4f920fdf625f6703f89,rv2v4-train-slash-command-workflow-04,rv2v4-train-slash-command-workflow-04,family-train-slash-command-workflow-04,train,HARD_NEGATIVE_CANDIDATE,slash-command-workflow,Slash Command Workflow,task-tool-delegation,Task Tool Delegation,claude-code,Delegate independent investigation or implementation work to specialized subagents and review their outputs.,Respond to an explicit proposal slash command by creating the lifecycle artifacts while leaving implementation untouched.,f10e08eebc37ffe79ad9798454e1d4d1f2f54c694c85444fd5c596781f36fd87,PENDING_REVIEW,,,
rv2v4-train-subagent-worker-protocol-01:positive:subagent-worker-protocol,85a55a368168db92ac3ae045b155c397454c4dde444895a96922c2ec2083cf64,rv2v4-train-subagent-worker-protocol-01,rv2v4-train-subagent-worker-protocol-01,family-train-subagent-worker-protocol-01,train,POSITIVE,subagent-worker-protocol,Subagent Worker Protocol,subagent-worker-protocol,Subagent Worker Protocol,codex,"Execute an assigned implementation task as a Worker with scoped edits, validation, and handoff notes.","As the assigned worker, implement only the parser subtask, run its focused tests, and hand back changed paths and caveats.",58ecfddc95d3d82ed9b567938005c62228f8d3d820c27c0f2c75b4279803438e,PENDING_REVIEW,,,
rv2v4-train-subagent-worker-protocol-01:hard-negative-candidate:workspace-git-hygiene,d0dc971a7fb9de5b46350423c0c645ab936c57ce0bc9ca8606844da93d70705f,rv2v4-train-subagent-worker-protocol-01,rv2v4-train-subagent-worker-protocol-01,family-train-subagent-worker-protocol-01,train,HARD_NEGATIVE_CANDIDATE,subagent-worker-protocol,Subagent Worker Protocol,workspace-git-hygiene,Workspace Git Hygiene,codex,"Inspect branch and status, protect user edits, and avoid destructive git commands.","As the assigned worker, implement only the parser subtask, run its focused tests, and hand back changed paths and caveats.",58ecfddc95d3d82ed9b567938005c62228f8d3d820c27c0f2c75b4279803438e,PENDING_REVIEW,,,
rv2v4-train-subagent-worker-protocol-02:positive:subagent-worker-protocol,3dc84da3297d355df39f631d057e74c7fa71ab13c65a18ed0682fe7596402407,rv2v4-train-subagent-worker-protocol-02,rv2v4-train-subagent-worker-protocol-02,family-train-subagent-worker-protocol-02,train,POSITIVE,subagent-worker-protocol,Subagent Worker Protocol,subagent-worker-protocol,Subagent Worker Protocol,codex,"Execute an assigned implementation task as a Worker with scoped edits, validation, and handoff notes.","Take ownership of the bounded test addition, stay within the designated files, and return reproducible verification evidence.",26d6dee8be0daed6ec2ef208f0f59f7004b298a80ed3e5c3185958a4bef26755,PENDING_REVIEW,,,
rv2v4-train-subagent-worker-protocol-02:hard-negative-candidate:apply-patch-discipline,d745918da2e5b9d8c8dfd9bd1e74cad431e6d8af8097e7c3bbd9ce8e30376d44,rv2v4-train-subagent-worker-protocol-02,rv2v4-train-subagent-worker-protocol-02,family-train-subagent-worker-protocol-02,train,HARD_NEGATIVE_CANDIDATE,subagent-worker-protocol,Subagent Worker Protocol,apply-patch-discipline,Apply Patch Discipline,codex,"Make small, reviewable file edits with patch-style changes and avoid unrelated rewrites.","Take ownership of the bounded test addition, stay within the designated files, and return reproducible verification evidence.",26d6dee8be0daed6ec2ef208f0f59f7004b298a80ed3e5c3185958a4bef26755,PENDING_REVIEW,,,
rv2v4-train-subagent-worker-protocol-03:positive:subagent-worker-protocol,e173faebb06dee30ef9510660c269ab131bb08b3efec948c9c2d4d2c65e58db7,rv2v4-train-subagent-worker-protocol-03,rv2v4-train-subagent-worker-protocol-03,family-train-subagent-worker-protocol-03,train,POSITIVE,subagent-worker-protocol,Subagent Worker Protocol,subagent-worker-protocol,Subagent Worker Protocol,codex,"Execute an assigned implementation task as a Worker with scoped edits, validation, and handoff notes.","Update the requested schema as a worker without touching adjacent behavior, then describe any assumption that affects integration.",a7394f4208075904ed11c44973d55348e2b307cf3271145e9032ae44047870b2,PENDING_REVIEW,,,
rv2v4-train-subagent-worker-protocol-03:hard-negative-candidate:evidence-backed-final,173bb2e9a805796b2bef02b8c8b4fa483f16f63fd0746fda0005bcb39dac533c,rv2v4-train-subagent-worker-protocol-03,rv2v4-train-subagent-worker-protocol-03,family-train-subagent-worker-protocol-03,train,HARD_NEGATIVE_CANDIDATE,subagent-worker-protocol,Subagent Worker Protocol,evidence-backed-final,Evidence Backed Final Response,codex,"Summarize completed engineering work with changed files, exact validation, and known risks.","Update the requested schema as a worker without touching adjacent behavior, then describe any assumption that affects integration.",a7394f4208075904ed11c44973d55348e2b307cf3271145e9032ae44047870b2,PENDING_REVIEW,,,
rv2v4-train-subagent-worker-protocol-04:positive:subagent-worker-protocol,4e7980042bfc91e7d091c79856b351b912a08147207c55070f8d6270349d68d3,rv2v4-train-subagent-worker-protocol-04,rv2v4-train-subagent-worker-protocol-04,family-train-subagent-worker-protocol-04,train,POSITIVE,subagent-worker-protocol,Subagent Worker Protocol,subagent-worker-protocol,Subagent Worker Protocol,codex,"Execute an assigned implementation task as a Worker with scoped edits, validation, and handoff notes.","Investigate the assigned failure path, make no out-of-scope edits, and provide the parent agent with commands and findings.",8e44611c4946aad5522b01b2dadd0086bafa4952c2df3f9d3234d46e3c7fc254,PENDING_REVIEW,,,
rv2v4-train-subagent-worker-protocol-04:hard-negative-candidate:workspace-git-hygiene,ca2926d9e71d0524f55966a576c8d89e181e5ba865e3035fa22bb557b8563df4,rv2v4-train-subagent-worker-protocol-04,rv2v4-train-subagent-worker-protocol-04,family-train-subagent-worker-protocol-04,train,HARD_NEGATIVE_CANDIDATE,subagent-worker-protocol,Subagent Worker Protocol,workspace-git-hygiene,Workspace Git Hygiene,codex,"Inspect branch and status, protect user edits, and avoid destructive git commands.","Investigate the assigned failure path, make no out-of-scope edits, and provide the parent agent with commands and findings.",8e44611c4946aad5522b01b2dadd0086bafa4952c2df3f9d3234d46e3c7fc254,PENDING_REVIEW,,,
rv2v4-train-systematic-debugging-01:positive:systematic-debugging,720abecce4e1d9e467533a5fae6d44f81f927f5761eb069ae38de46347580a35,rv2v4-train-systematic-debugging-01,rv2v4-train-systematic-debugging-01,family-train-systematic-debugging-01,train,POSITIVE,systematic-debugging,Systematic Debugging,systematic-debugging,Systematic Debugging,superpowers,"Reproduce a bug, isolate the cause, and fix it only after evidence identifies the failure path.","Reproduce the intermittent command-line crash, narrow the triggering input, and identify the failing layer before proposing a fix.",f38ecfc51997e066b3cca4b2ab7d12019464fe9eacf92684ed329a9f411217d2,PENDING_REVIEW,,,
rv2v4-train-systematic-debugging-01:hard-negative-candidate:test-driven-development,7bb90147a399cabe4e788bf52a2621223ceae86f476951512615aba71b2ba3b1,rv2v4-train-systematic-debugging-01,rv2v4-train-systematic-debugging-01,family-train-systematic-debugging-01,train,HARD_NEGATIVE_CANDIDATE,systematic-debugging,Systematic Debugging,test-driven-development,Test Driven Development,superpowers,"Add or change behavior by confirming a failing test first, then writing the smallest passing implementation.","Reproduce the intermittent command-line crash, narrow the triggering input, and identify the failing layer before proposing a fix.",f38ecfc51997e066b3cca4b2ab7d12019464fe9eacf92684ed329a9f411217d2,PENDING_REVIEW,,,
rv2v4-train-systematic-debugging-02:positive:systematic-debugging,68882847b1de390b5fbd4cca0b48db72b5eb4257415651408f807a8f1d0754ec,rv2v4-train-systematic-debugging-02,rv2v4-train-systematic-debugging-02,family-train-systematic-debugging-02,train,POSITIVE,systematic-debugging,Systematic Debugging,systematic-debugging,Systematic Debugging,superpowers,"Reproduce a bug, isolate the cause, and fix it only after evidence identifies the failure path.",Trace the serialization test failure from observed bytes through the encoder and isolate the first incorrect transformation.,cfb03d28fbddf3710c9a1a136b7145956679e17b327d0487cd8df89ea78ecc1b,PENDING_REVIEW,,,
rv2v4-train-systematic-debugging-02:hard-negative-candidate:using-git-worktrees,fe1ee8dcaa28f9c57b379bd1629e405cfcffc5c73f7ffb942eb464b68884890f,rv2v4-train-systematic-debugging-02,rv2v4-train-systematic-debugging-02,family-train-systematic-debugging-02,train,HARD_NEGATIVE_CANDIDATE,systematic-debugging,Systematic Debugging,using-git-worktrees,Using Git Worktrees,superpowers,Create or use an isolated worktree for feature work so concurrent edits do not collide.,Trace the serialization test failure from observed bytes through the encoder and isolate the first incorrect transformation.,cfb03d28fbddf3710c9a1a136b7145956679e17b327d0487cd8df89ea78ecc1b,PENDING_REVIEW,,,
rv2v4-train-systematic-debugging-03:positive:systematic-debugging,50a60fb978531aaac837660c053e6d10c39fe0f7212f44f2b9d57ebd048bb996,rv2v4-train-systematic-debugging-03,rv2v4-train-systematic-debugging-03,family-train-systematic-debugging-03,train,POSITIVE,systematic-debugging,Systematic Debugging,systematic-debugging,Systematic Debugging,superpowers,"Reproduce a bug, isolate the cause, and fix it only after evidence identifies the failure path.","Collect timing evidence for the interface timeout, compare successful and failing requests, and locate the responsible boundary.",46eedbd4dc38c2b142d61048b925541b3de5be33aaee359e1b6d28711e3e8ab2,PENDING_REVIEW,,,
rv2v4-train-systematic-debugging-03:hard-negative-candidate:verification-before-completion,0f75b12f501a1a6932351fcd742056c1419beb8972dc09321d777f6231e061c5,rv2v4-train-systematic-debugging-03,rv2v4-train-systematic-debugging-03,family-train-systematic-debugging-03,train,HARD_NEGATIVE_CANDIDATE,systematic-debugging,Systematic Debugging,verification-before-completion,Verification Before Completion,superpowers,"Run fresh validation before claiming that work is complete, fixed, clean, or ready.","Collect timing evidence for the interface timeout, compare successful and failing requests, and locate the responsible boundary.",46eedbd4dc38c2b142d61048b925541b3de5be33aaee359e1b6d28711e3e8ab2,PENDING_REVIEW,,,
rv2v4-train-systematic-debugging-04:positive:systematic-debugging,c9525dc22f4a4b513d63e786f6da8a141ab0e19fd339cf05e742be37947cd736,rv2v4-train-systematic-debugging-04,rv2v4-train-systematic-debugging-04,family-train-systematic-debugging-04,train,POSITIVE,systematic-debugging,Systematic Debugging,systematic-debugging,Systematic Debugging,superpowers,"Reproduce a bug, isolate the cause, and fix it only after evidence identifies the failure path.","Investigate the regression after a dependency update by confirming the symptom, testing hypotheses, and documenting the root cause.",3deb147f60cdf52a8e1d9b7ffda1221f3f2ce454d360cddcd9ef91528050b6c7,PENDING_REVIEW,,,
rv2v4-train-systematic-debugging-04:hard-negative-candidate:test-driven-development,ce8ab98c497823a1e24a8e50488e4daefff4ef29ed1249bea4992f605dbf3691,rv2v4-train-systematic-debugging-04,rv2v4-train-systematic-debugging-04,family-train-systematic-debugging-04,train,HARD_NEGATIVE_CANDIDATE,systematic-debugging,Systematic Debugging,test-driven-development,Test Driven Development,superpowers,"Add or change behavior by confirming a failing test first, then writing the smallest passing implementation.","Investigate the regression after a dependency update by confirming the symptom, testing hypotheses, and documenting the root cause.",3deb147f60cdf52a8e1d9b7ffda1221f3f2ce454d360cddcd9ef91528050b6c7,PENDING_REVIEW,,,
rv2v4-train-task-tool-delegation-01:positive:task-tool-delegation,120930b9aa9caf2a02e0ef4590d55d999456b7c794f84f5439bd3c2ecc6e17c5,rv2v4-train-task-tool-delegation-01,rv2v4-train-task-tool-delegation-01,family-train-task-tool-delegation-01,train,POSITIVE,task-tool-delegation,Task Tool Delegation,task-tool-delegation,Task Tool Delegation,claude-code,Delegate independent investigation or implementation work to specialized subagents and review their outputs.,"Assign independent API and interface investigations to separate agents, then compare their evidence before choosing the next step.",13efb5b24abcdf5c256d76c03c4723932fc43e5c3437a70a7d7993ccba62bfa0,PENDING_REVIEW,,,
rv2v4-train-task-tool-delegation-01:hard-negative-candidate:mcp-tool-routing,57bf8313eaaba5b4708e2794d3ea7d904c918ab3df68852704058d2194afedd8,rv2v4-train-task-tool-delegation-01,rv2v4-train-task-tool-delegation-01,family-train-task-tool-delegation-01,train,HARD_NEGATIVE_CANDIDATE,task-tool-delegation,Task Tool Delegation,mcp-tool-routing,MCP Tool Routing,claude-code,"Select local MCP tools for files, browser, documents, spreadsheets, or app control based on the requested task.","Assign independent API and interface investigations to separate agents, then compare their evidence before choosing the next step.",13efb5b24abcdf5c256d76c03c4723932fc43e5c3437a70a7d7993ccba62bfa0,PENDING_REVIEW,,,
rv2v4-train-task-tool-delegation-02:positive:task-tool-delegation,a3737612b745c54a65badf6291e7bc2cfb2694934f3b0b46439e7df926a060e6,rv2v4-train-task-tool-delegation-02,rv2v4-train-task-tool-delegation-02,family-train-task-tool-delegation-02,train,POSITIVE,task-tool-delegation,Task Tool Delegation,task-tool-delegation,Task Tool Delegation,claude-code,Delegate independent investigation or implementation work to specialized subagents and review their outputs.,Distribute unrelated test and documentation audits to specialized subagents and collect concise handoffs from both streams.,19e0576476e58b325ee263abbaec632bcfd2b129e564bb909a2bf528d22143fc,PENDING_REVIEW,,,
rv2v4-train-task-tool-delegation-02:hard-negative-candidate:plan-mode,3cf63310e6255f875df1829d6fb46b81716e90823bf674fd89f1ce5511b87fea,rv2v4-train-task-tool-delegation-02,rv2v4-train-task-tool-delegation-02,family-train-task-tool-delegation-02,train,HARD_NEGATIVE_CANDIDATE,task-tool-delegation,Task Tool Delegation,plan-mode,Plan Mode,claude-code,Clarify requirements and produce an implementation plan before changing files.,Distribute unrelated test and documentation audits to specialized subagents and collect concise handoffs from both streams.,19e0576476e58b325ee263abbaec632bcfd2b129e564bb909a2bf528d22143fc,PENDING_REVIEW,,,
rv2v4-train-task-tool-delegation-03:positive:task-tool-delegation,cbc2a899b84050c99ba2e9de836fe76589c5d66969f32e6d1fd8c6c1ca4f35fa,rv2v4-train-task-tool-delegation-03,rv2v4-train-task-tool-delegation-03,family-train-task-tool-delegation-03,train,POSITIVE,task-tool-delegation,Task Tool Delegation,task-tool-delegation,Task Tool Delegation,claude-code,Delegate independent investigation or implementation work to specialized subagents and review their outputs.,"Delegate codebase discovery and a separate risk audit, making each assignment read-only and bounded to a concrete deliverable.",f930b284befb14f4115145f30aa751aa28b8850b46b56d4ca3d7ab0b773169d4,PENDING_REVIEW,,,
rv2v4-train-task-tool-delegation-03:hard-negative-candidate:slash-command-workflow,ed17d700e6570459ad213173ac1ddf05da52a30ad47a1e54c903f21f250b7bc6,rv2v4-train-task-tool-delegation-03,rv2v4-train-task-tool-delegation-03,family-train-task-tool-delegation-03,train,HARD_NEGATIVE_CANDIDATE,task-tool-delegation,Task Tool Delegation,slash-command-workflow,Slash Command Workflow,claude-code,"Follow explicit slash-command workflows for proposal, apply, review, or archive steps.","Delegate codebase discovery and a separate risk audit, making each assignment read-only and bounded to a concrete deliverable.",f930b284befb14f4115145f30aa751aa28b8850b46b56d4ca3d7ab0b773169d4,PENDING_REVIEW,,,
rv2v4-train-task-tool-delegation-04:positive:task-tool-delegation,7920fe11be8d4fc03c9029775779b79ddf30910aa00aa6be62901591a80381ee,rv2v4-train-task-tool-delegation-04,rv2v4-train-task-tool-delegation-04,family-train-task-tool-delegation-04,train,POSITIVE,task-tool-delegation,Task Tool Delegation,task-tool-delegation,Task Tool Delegation,claude-code,Delegate independent investigation or implementation work to specialized subagents and review their outputs.,"Coordinate two workers on isolated components, review their outputs, and integrate only findings that match the shared acceptance criteria.",f2a772f1cd46edd5ff365d2acc23f3a2f8cc8360bfc8b62ffd41521d6a32bd27,PENDING_REVIEW,,,
